Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.09.18.01,993,318,239,257,2973,0,0,4780,2260,7562,6745,2295
2018.09.18.02,994,317,240,223,2853,0,0,4627,2261,7249,6482,2217
2018.09.18.03,994,316,239,221,2613,0,0,3389,2263,7822,6593,2211
2018.09.18.04,995,318,240,221,2699,0,0,4473,2264,6634,6338,2187
2018.09.18.05,995,322,240,221,2652,0,0,4430,2265,7027,6374,2201
2018.09.18.06,995,336,237,256,2468,0,0,4292,2266,7232,7014,2454
2018.09.18.07,994,354,238,266,2142,29,0,4023,2266,8173,8073,2561
2018.09.18.08,996,349,235,305,1753,2329,82,6049,2267,7974,7034,2750
2018.09.18.09,996,351,228,302,1586,6740,366,10569,2267,6745,5059,2329
2018.09.18.10,989,355,232,263,1206,8412,567,12024,2265,6678,4246,2043
2018.09.18.11,991,353,231,222,834,9001,581,12213,2265,6590,3911,2005
2018.09.18.12,957,345,230,222,733,9186,600,12273,2261,6699,3860,2001
2018.09.18.13,951,355,232,293,649,9268,628,12376,2260,6997,3981,2007
2018.09.18.14,861,354,233,302,686,9396,628,12460,2259,7316,4629,2009
2018.09.18.15,939,353,233,304,753,9383,630,12595,2259,8335,4578,2095
2018.09.18.16,978,351,235,309,914,9045,626,12458,2260,9093,5057,2302
2018.09.18.17,978,351,235,303,1298,7941,607,11713,2262,9843,5958,2465
2018.09.18.18,979,354,235,311,1652,4751,506,8788,2265,11091,7701,2948
2018.09.18.19,1000,354,238,380,2370,862,60,5264,2266,12439,9304,3242
2018.09.18.20,1009,366,232,384,2786,19,0,4796,2267,12362,9876,3496
2018.09.18.21,1013,367,238,316,3524,0,0,5458,2265,11354,9337,3406
2018.09.18.22,1016,365,241,275,3754,0,0,5651,2265,10065,8765,3205
2018.09.18.23,1018,345,240,276,3659,0,0,5538,2268,9044,7852,2743
2018.09.18.24,1018,335,241,275,3557,0,0,5426,2269,8250,6859,2391
