Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.11.29.01,746,338,216,209,989,0,0,2456,1121,8606,7978,1131
2019.11.29.02,747,333,219,212,1124,0,0,2594,1120,7972,7785,1129
2019.11.29.03,746,340,219,212,1550,0,0,3026,1120,7736,7509,826
2019.11.29.04,746,334,220,213,1897,0,0,3366,1120,7569,7125,890
2019.11.29.05,746,301,220,212,1870,0,0,3304,1121,7918,7079,1005
2019.11.29.06,746,322,215,278,2077,0,0,3594,1121,8123,7354,1038
2019.11.29.07,747,353,216,283,2109,24,0,3732,1121,8536,7723,1222
2019.11.29.08,748,354,217,271,2309,1836,0,5735,1122,7753,6528,1502
2019.11.29.09,747,355,218,236,2426,5115,0,9097,1123,6389,4394,1420
2019.11.29.10,746,351,217,196,3084,6487,6,11086,1123,5734,2761,1152
2019.11.29.11,747,347,217,187,2915,6551,14,10978,1124,6082,2483,858
2019.11.29.12,746,353,216,183,2788,6210,12,10507,1120,6084,2936,715
2019.11.29.13,744,353,216,183,2898,6336,9,10740,1118,6001,2626,737
2019.11.29.14,744,354,217,185,2527,6043,11,10081,1118,6003,3570,917
2019.11.29.15,745,354,216,191,2063,5351,14,8935,1118,6291,4369,1265
2019.11.29.16,746,356,217,275,1713,2877,13,6197,1119,7512,5783,2162
2019.11.29.17,746,354,215,356,1497,243,0,3410,1119,9711,7866,2660
2019.11.29.18,746,353,217,376,1361,0,0,3010,1119,10690,8664,3424
2019.11.29.19,746,353,217,378,1379,0,0,3030,1120,10362,9146,3286
2019.11.29.20,746,351,218,378,1395,0,0,3046,1120,10626,8674,3170
2019.11.29.21,746,352,218,340,1307,0,0,2920,1120,10770,8793,2623
2019.11.29.22,745,357,217,285,1418,0,0,2980,1121,10601,8662,2136
2019.11.29.23,746,345,218,282,1387,0,0,2935,1122,9913,8228,1888
2019.11.29.24,746,341,218,257,1337,0,0,2856,1122,9376,7935,1428
