Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2021.01.07.01,967,308,221,143,1285,0,0,2890,1144,7934,8657,708
2021.01.07.02,966,312,221,136,1260,0,0,2876,1145,7515,8425,644
2021.01.07.03,964,318,222,137,1187,0,0,2783,1144,7641,8051,626
2021.01.07.04,959,321,222,143,918,0,0,2536,1144,7908,8178,634
2021.01.07.05,951,318,222,154,879,0,0,2488,1145,8360,8380,594
2021.01.07.06,950,319,222,158,536,0,0,2158,1146,9410,8901,692
2021.01.07.07,951,307,220,156,469,0,0,2070,1145,10846,9207,1098
2021.01.07.08,952,302,219,164,405,1396,0,3305,1144,10871,9249,1191
2021.01.07.09,951,304,218,153,317,3894,136,5864,1144,9677,8611,716
2021.01.07.10,948,293,220,151,333,5370,271,7524,1144,8633,7356,583
2021.01.07.11,947,307,220,153,487,6301,140,8534,1143,7877,6241,557
2021.01.07.12,950,312,220,138,458,7097,47,9181,1143,7070,5795,540
2021.01.07.13,955,316,220,120,404,6899,42,8995,1144,6878,5673,588
2021.01.07.14,954,315,219,143,352,7087,7,9052,1145,6763,5386,555
2021.01.07.15,957,322,218,145,413,6108,0,8263,1146,6676,6432,614
2021.01.07.16,959,325,219,167,361,3878,0,6067,1145,8259,7879,656
2021.01.07.17,961,331,219,177,481,784,0,3044,1145,10429,9413,1271
2021.01.07.18,961,321,219,217,465,0,0,2157,1146,12558,10138,1665
2021.01.07.19,963,321,220,216,434,0,0,2112,1146,12739,10429,1519
2021.01.07.20,964,323,221,183,458,0,0,2112,1145,12600,10003,1485
2021.01.07.21,962,326,221,176,502,0,0,2149,1146,11682,10402,1253
2021.01.07.22,963,326,221,173,624,0,0,2258,1145,10672,10636,891
2021.01.07.23,964,326,220,158,666,0,0,2299,1144,10392,9556,694
2021.01.07.24,963,324,220,139,656,0,0,2267,1144,9656,8883,612
