Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.12.21.01,752,298,225,265,593,0,0,2094,1764,8559,7493,2423
2019.12.21.02,752,302,226,260,589,0,0,2091,1695,8053,7352,2238
2019.12.21.03,752,299,226,226,582,0,0,2046,1695,7845,6976,2302
2019.12.21.04,753,297,226,226,603,0,0,2065,1692,7879,6758,2172
2019.12.21.05,754,302,226,225,641,0,0,2107,1707,7977,6714,2215
2019.12.21.06,752,307,227,262,590,0,0,2096,1829,8063,6839,2561
2019.12.21.07,752,316,220,264,608,0,0,2141,1891,8155,7935,2434
2019.12.21.08,752,321,223,263,593,1040,0,3191,1923,8082,7814,2357
2019.12.21.09,753,323,227,253,508,3086,0,5149,1955,7489,7158,2158
2019.12.21.10,753,314,227,253,543,3813,0,5901,1987,7089,6944,2019
2019.12.21.11,752,330,227,251,570,4714,0,6843,2017,6680,6209,1704
2019.12.21.12,751,338,227,242,523,5483,0,7565,2047,6108,5663,1453
2019.12.21.13,753,335,228,206,484,5389,0,7394,2077,6047,5705,1280
2019.12.21.14,752,337,228,211,431,5172,0,7130,2108,6157,5631,1457
2019.12.21.15,751,329,228,221,340,3624,0,5493,2135,6861,6398,2072
2019.12.21.16,750,321,227,282,330,1435,0,3344,2153,8293,7450,2419
2019.12.21.17,751,314,219,272,497,110,0,2162,2152,8709,8941,3222
2019.12.21.18,752,330,217,270,596,0,0,2136,2151,9074,10564,3478
2019.12.21.19,753,329,220,272,706,0,0,2251,2150,9020,10663,3334
2019.12.21.20,753,327,224,269,879,0,0,2425,2149,9262,9865,3317
2019.12.21.21,753,326,221,263,1023,0,0,2559,2150,8983,9781,3071
2019.12.21.22,754,329,222,263,1245,0,0,2782,2150,8858,8900,3081
2019.12.21.23,721,313,227,263,1275,0,0,2765,2154,8844,7854,2804
2019.12.21.24,636,300,228,263,1096,0,0,2489,2155,8769,7075,2411
