Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2021.02.15.01,1016,342,217,149,2061,0,0,3742,1147,8828,4920,1297
2021.02.15.02,1015,340,214,149,2105,0,0,3792,1146,8495,4666,1318
2021.02.15.03,1015,341,217,150,2229,0,0,3901,1146,8544,4296,1124
2021.02.15.04,1015,340,219,150,2363,0,0,4050,1146,8714,4296,982
2021.02.15.05,1014,340,209,150,2336,0,0,4011,1147,9229,4271,962
2021.02.15.06,1012,334,218,149,2324,0,0,3996,1147,9790,4488,1218
2021.02.15.07,1013,334,218,150,2542,59,0,4284,1147,10376,4917,1452
2021.02.15.08,1015,335,217,147,2330,1345,0,5293,1147,10091,5071,1429
2021.02.15.09,1015,330,217,147,2177,4422,0,8167,1147,9241,3854,1024
2021.02.15.10,1015,328,215,149,2439,6003,0,10056,1147,8521,3518,549
2021.02.15.11,1013,325,212,144,2909,7326,0,11873,1147,7516,2567,280
2021.02.15.12,1011,329,197,109,3233,7853,70,12768,1147,7299,2047,17
2021.02.15.13,1010,328,208,118,3354,8146,38,13186,1147,6675,1775,31
2021.02.15.14,1011,328,219,120,3287,7582,0,12614,1147,6676,1953,65
2021.02.15.15,1012,332,214,157,3466,6504,20,11739,1147,6995,2496,98
2021.02.15.16,1013,335,218,174,3602,4146,74,9673,1147,7664,3355,714
2021.02.15.17,1013,340,217,210,3643,1753,17,7338,1146,8805,4495,1767
2021.02.15.18,1015,337,218,223,3666,128,0,5608,1146,9204,6785,2543
2021.02.15.19,1017,332,218,225,3551,0,0,5316,1146,9833,7556,2852
2021.02.15.20,1018,337,219,225,3617,0,0,5382,1146,9508,7341,2882
2021.02.15.21,1017,338,218,208,3610,0,0,5366,1147,9142,7450,2335
2021.02.15.22,1019,339,219,207,3667,0,0,5415,1147,8935,6787,2145
2021.02.15.23,1005,336,216,161,3648,0,0,5350,1147,8463,6132,1925
2021.02.15.24,994,338,218,155,3678,0,0,5342,1148,7983,5455,1697
