Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.10.13.01,976,317,216,282,792,0,0,2547,1133,8338,6441,2225
2019.10.13.02,977,318,216,281,771,0,0,2525,1133,7699,6386,2120
2019.10.13.03,977,279,216,283,767,0,0,2485,1133,7231,6407,2004
2019.10.13.04,977,268,216,283,683,0,0,2391,1134,7207,6224,1933
2019.10.13.05,977,270,215,283,623,0,0,2330,1133,7288,6082,1980
2019.10.13.06,978,284,214,284,516,0,0,2236,1134,7226,6186,2297
2019.10.13.07,978,319,214,298,448,0,0,2231,1134,7358,6602,2354
2019.10.13.08,978,339,213,291,289,1581,12,3703,1134,7151,6161,1825
2019.10.13.09,977,339,213,288,217,6218,245,8498,1133,4479,4764,1445
2019.10.13.10,973,337,213,286,190,8882,426,11307,1133,3070,3737,1054
2019.10.13.11,972,338,214,269,211,9615,454,12073,1134,2645,3081,936
2019.10.13.12,970,337,214,268,301,9796,462,12349,1133,2533,2731,921
2019.10.13.13,967,342,214,268,344,9744,456,12335,1133,2433,2825,1032
2019.10.13.14,966,343,214,267,378,9751,448,12366,1132,2587,3107,1012
2019.10.13.15,965,342,213,279,402,9672,449,12322,1133,2803,3127,1394
2019.10.13.16,964,342,213,280,359,8962,429,11549,1132,3987,3606,1563
2019.10.13.17,964,343,212,278,377,6762,349,9286,1131,6294,4428,2023
2019.10.13.18,965,343,212,285,511,2166,118,4601,1131,9323,6399,3053
2019.10.13.19,967,342,200,294,661,56,0,2521,1132,11189,7368,3501
2019.10.13.20,968,341,205,301,942,0,0,2722,1132,11625,7189,3445
2019.10.13.21,970,343,210,297,1608,0,0,3392,1133,10713,7024,3029
2019.10.13.22,971,344,208,295,2012,0,0,3794,1134,9149,7406,2662
2019.10.13.23,970,333,212,285,1992,0,0,3756,1134,7828,7267,2549
2019.10.13.24,971,315,201,280,2174,0,0,3905,1134,7135,6513,2282
