Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.04.17.01,901,276,222,234,3233,0,0,4857,2261,5068,5553,1756
2020.04.17.02,901,274,222,236,2947,0,0,4571,2262,4606,5394,1915
2020.04.17.03,900,272,223,231,2734,0,0,4352,2261,4192,5518,1891
2020.04.17.04,909,278,224,229,2659,0,0,4290,2262,4035,5711,1791
2020.04.17.05,917,278,224,230,2675,0,0,4315,2262,4070,5716,1982
2020.04.17.06,918,273,223,248,2623,0,0,4276,2262,4448,6140,2070
2020.04.17.07,918,268,223,252,2615,280,0,4557,2261,4316,6876,2148
2020.04.17.08,918,270,222,249,2246,2355,35,6295,2261,4227,5725,2245
2020.04.17.09,918,272,220,239,2161,4699,158,8667,2260,3927,4547,1669
2020.04.17.10,916,259,218,238,1864,6252,198,9945,2259,3461,3325,1893
2020.04.17.11,911,254,217,214,1832,7745,301,11475,2258,3332,1902,1634
2020.04.17.12,903,257,202,204,1700,8536,246,12047,2256,2962,1238,1483
2020.04.17.13,912,253,191,204,1832,8737,113,12242,2255,3357,848,1131
2020.04.17.14,911,248,191,205,2342,9148,75,13119,2256,3347,-200,954
2020.04.17.15,907,256,191,206,2684,8865,8,13117,2256,3310,-341,1036
2020.04.17.16,901,256,198,205,2303,8530,0,12394,2256,3435,484,1103
2020.04.17.17,910,271,202,209,2108,7562,0,11261,2256,3795,1438,1533
2020.04.17.18,911,277,202,243,2173,5191,0,8998,2257,4487,3719,1950
2020.04.17.19,912,278,203,244,2366,1699,0,5701,2258,5510,6188,2819
2020.04.17.20,900,273,206,246,2682,84,0,4391,2259,5896,7800,3241
2020.04.17.21,897,266,227,245,3192,0,0,4792,2259,6266,7541,3018
2020.04.17.22,915,270,229,229,3449,0,0,5056,2259,5544,7136,2894
2020.04.17.23,919,269,230,230,3486,0,0,5096,2259,4924,6969,2432
2020.04.17.24,918,268,230,232,3093,0,0,4703,2258,4423,6604,2286
