Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.03.23.01,943,307,210,137,1415,0,0,2974,2240,7549,6486,557
2020.03.23.02,944,310,210,118,1410,0,0,2955,2240,7256,6153,501
2020.03.23.03,946,308,210,118,1620,0,0,3165,2239,7077,5888,495
2020.03.23.04,948,305,210,119,1762,0,0,3305,2239,7151,5641,483
2020.03.23.05,947,317,210,119,1723,0,0,3276,2240,7209,5882,523
2020.03.23.06,947,320,210,119,1822,0,0,3377,2241,7047,6309,1122
2020.03.23.07,948,332,207,129,1831,0,0,3419,2240,7463,7352,1196
2020.03.23.08,948,332,201,132,1945,1252,0,4810,2240,7291,6803,1358
2020.03.23.09,945,329,202,117,2198,5110,0,8900,2241,6110,4887,620
2020.03.23.10,944,322,201,114,2579,8148,0,12307,2242,4935,2122,472
2020.03.23.11,943,327,200,112,2876,9430,0,13888,2242,3836,1302,340
2020.03.23.12,943,321,201,111,2862,9020,0,13457,2240,3488,1904,313
2020.03.23.13,941,333,199,107,2573,8787,0,12939,2240,3079,2428,362
2020.03.23.14,940,330,193,69,2933,7617,0,12081,2239,3070,2472,437
2020.03.23.15,939,332,192,68,3792,7529,0,12853,2237,3050,1569,434
2020.03.23.16,941,335,191,70,4158,6927,26,12648,2234,3284,1742,506
2020.03.23.17,942,346,195,107,4249,5915,140,11895,2234,4167,2100,614
2020.03.23.18,948,333,199,144,4023,5071,88,10806,2235,5006,3103,1152
2020.03.23.19,949,331,199,158,3456,1324,10,6429,2237,6518,6711,1781
2020.03.23.20,950,340,200,160,3123,116,0,4889,2237,7506,8577,1952
2020.03.23.21,952,343,200,162,2907,15,0,4579,2237,7357,8739,1950
2020.03.23.22,953,344,200,155,2437,0,0,4061,2237,7639,8312,1556
2020.03.23.23,953,326,199,141,2255,0,0,3847,2237,7625,7628,1083
2020.03.23.24,955,321,199,142,2282,0,0,3870,2239,7778,6567,715
