Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.07.22.01,985,378,234,385,2981,0,0,4963,2263,8998,9481,2651
2018.07.22.02,985,380,233,356,2966,0,0,4920,2264,8452,8339,2673
2018.07.22.03,963,381,234,353,3095,0,0,4063,2266,8757,7859,2598
2018.07.22.04,960,380,234,307,3040,0,0,4921,2267,7388,7700,2506
2018.07.22.05,968,383,235,310,2932,0,0,4828,2266,7193,7677,2509
2018.07.22.06,969,364,234,307,2698,0,0,4572,2266,7400,7829,2410
2018.07.22.07,969,371,235,308,2348,779,0,5010,2265,6847,7847,2268
2018.07.22.08,967,367,235,340,2008,4072,66,8055,2266,5996,6122,2326
2018.07.22.09,973,367,236,335,1615,6634,314,10474,2266,6258,4327,2333
2018.07.22.10,972,368,231,325,1201,8605,492,12194,2267,6303,3793,2362
2018.07.22.11,973,371,224,296,943,9244,565,12616,2267,6613,4529,2369
2018.07.22.12,970,374,223,320,866,9523,574,12850,2263,7817,4751,2306
2018.07.22.13,968,374,223,389,858,9710,578,13100,2263,8748,4855,2387
2018.07.22.14,968,378,221,467,909,9743,577,13263,2265,9951,5323,2611
2018.07.22.15,969,398,227,490,1095,9467,567,13213,2265,11494,5417,2856
2018.07.22.16,969,407,229,536,1717,8838,459,13155,2266,13041,5468,3089
2018.07.22.17,972,406,230,538,2430,8319,381,13276,2267,13920,5317,3325
2018.07.22.18,973,406,230,534,3110,6971,241,12465,2268,14845,5983,3620
2018.07.22.19,923,405,230,569,3482,4092,184,9885,2268,15994,7173,4172
2018.07.22.20,920,405,232,573,3880,844,20,6874,2268,16826,8418,4174
2018.07.22.21,926,405,231,571,4079,58,0,6270,2267,16374,8730,4051
2018.07.22.22,951,405,229,537,3977,57,0,6156,2267,15569,8613,3691
2018.07.22.23,987,388,228,486,4065,57,0,6211,2267,13060,8678,3253
2018.07.22.24,987,379,229,477,3974,0,0,6046,2266,10986,8168,3003
