Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.05.27.01,916,327,212,366,3246,0,0,5031,2271,6996,9149,2388
2020.05.27.02,920,325,212,364,3340,0,0,5123,2273,5068,9475,2294
2020.05.27.03,921,327,213,364,3435,0,0,5222,2273,4112,9509,1997
2020.05.27.04,922,326,213,362,3112,0,0,4896,2272,4004,9288,2001
2020.05.27.05,924,322,213,357,2863,0,0,4639,2272,4157,9303,2076
2020.05.27.06,923,321,205,355,2660,0,0,4457,2273,4538,9447,2384
2020.05.27.07,923,325,201,363,2195,1976,27,6011,2272,4404,9366,1992
2020.05.27.08,917,320,196,359,1690,6515,196,10193,2272,4685,6460,1542
2020.05.27.09,901,319,193,325,1230,9224,327,12518,2272,5014,4697,1459
2020.05.27.10,843,308,196,320,854,10263,371,13155,2272,5270,4318,1552
2020.05.27.11,790,302,204,333,462,10805,390,13285,2270,6208,4182,1692
2020.05.27.12,805,273,206,351,338,11120,376,13469,2266,6848,4858,1782
2020.05.27.13,788,266,206,351,345,11155,371,13482,2265,7713,5466,1979
2020.05.27.14,863,269,198,359,539,11114,368,13709,2266,9174,5308,2226
2020.05.27.15,874,275,195,365,825,10888,359,13780,2269,10613,4841,2871
2020.05.27.16,834,280,195,369,1225,10568,373,13843,2272,11717,4315,3614
2020.05.27.17,795,291,195,377,1701,9683,367,13409,2273,12802,4639,3745
2020.05.27.18,763,291,194,394,2326,8185,342,12497,2274,13664,5133,4093
2020.05.27.19,753,289,199,417,2891,4524,239,9312,2274,14893,6481,4862
2020.05.27.20,755,289,206,416,2950,770,51,5438,2274,16339,7926,4726
2020.05.27.21,760,290,205,409,3243,0,15,4913,2265,14900,8691,4563
2020.05.27.22,763,291,206,394,3140,0,16,4790,2264,13106,8998,4194
2020.05.27.23,771,289,206,355,2954,0,16,4571,2266,11031,8777,3862
2020.05.27.24,830,288,205,336,2720,0,16,4375,2265,8510,9144,3403
