Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.01.18.01,691,288,213,237,531,0,0,1931,2276,9315,6775,1654
2020.01.18.02,690,286,213,235,455,0,0,1852,2276,9110,6515,1404
2020.01.18.03,691,287,213,234,448,0,0,1846,2276,8789,6292,1417
2020.01.18.04,691,294,213,235,495,0,0,1898,2277,8610,6188,1412
2020.01.18.05,691,295,214,234,611,0,0,2015,2277,8605,6141,1558
2020.01.18.06,692,302,214,235,918,0,0,2330,2278,8318,6659,1795
2020.01.18.07,692,314,210,237,842,0,0,2282,2277,8539,7671,1761
2020.01.18.08,691,318,213,239,864,1514,0,3839,2277,8240,7332,1653
2020.01.18.09,691,321,214,241,686,5050,155,7358,2277,6716,5635,1243
2020.01.18.10,690,311,214,219,559,6375,229,8598,2275,6300,4177,1129
2020.01.18.11,689,300,214,205,472,6566,223,8669,2275,5823,3928,919
2020.01.18.12,688,298,214,163,429,6191,220,8202,2276,5568,3908,974
2020.01.18.13,687,307,210,199,426,6215,131,8176,2276,5551,3545,913
2020.01.18.14,685,319,210,200,411,5455,5,7286,2275,5495,4050,1048
2020.01.18.15,685,319,208,198,431,5704,0,7544,2276,5798,3902,951
2020.01.18.16,686,320,210,209,404,3978,0,5806,2277,7072,5105,1208
2020.01.18.17,687,329,206,228,331,955,0,2736,2276,8501,7336,2122
2020.01.18.18,687,333,210,312,401,0,0,1926,2276,9215,9063,2975
2020.01.18.19,689,328,211,334,445,0,0,1981,2276,9303,9317,3112
2020.01.18.20,689,322,212,334,540,0,0,2071,2276,9248,9136,2873
2020.01.18.21,690,323,211,293,641,0,0,2131,2276,9311,8683,2706
2020.01.18.22,690,321,211,226,853,0,0,2275,2275,9046,8559,2269
2020.01.18.23,689,312,210,216,851,0,0,2253,2275,8861,8091,1991
2020.01.18.24,689,304,211,216,906,0,0,2300,2276,8349,7542,1700
