Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.12.25.01,675,342,232,312,2416,0,0,3939,2271,7450,5799,2091
2019.12.25.02,672,343,232,313,2036,0,0,3558,2270,7449,5980,1672
2019.12.25.03,669,346,232,315,1903,0,0,3426,2270,7273,6114,1437
2019.12.25.04,668,344,232,320,2125,0,0,3650,2270,7197,5777,1252
2019.12.25.05,666,345,232,318,2024,0,0,3545,2271,7261,5722,1404
2019.12.25.06,667,357,231,337,1982,0,0,3533,2271,7612,5685,1585
2019.12.25.07,667,367,230,329,2064,0,0,3624,2272,7711,6013,1804
2019.12.25.08,667,362,226,326,1963,1005,0,4548,2272,7864,5467,1760
2019.12.25.09,666,356,231,326,1829,3408,0,6815,2273,7239,4048,1490
2019.12.25.10,667,352,232,285,1850,6310,16,9712,2273,6090,1967,1252
2019.12.25.11,666,355,233,283,2108,6017,18,9679,2273,6405,2084,950
2019.12.25.12,664,352,232,277,2128,5898,17,9568,2272,6606,2141,779
2019.12.25.13,664,343,233,277,1962,5569,0,9049,2271,6595,2848,832
2019.12.25.14,664,344,233,277,1940,4727,0,8185,2270,6928,3584,834
2019.12.25.15,664,342,232,277,1817,3009,0,6341,2270,7266,4690,1416
2019.12.25.16,668,341,233,307,1425,1444,0,4416,2270,7639,6093,1909
2019.12.25.17,674,338,232,362,1132,97,0,2835,2269,8248,7712,2691
2019.12.25.18,674,343,232,376,1185,0,0,2772,2269,8311,8986,3290
2019.12.25.19,674,351,228,376,1375,0,0,2966,2270,8210,8785,3397
2019.12.25.20,671,348,233,375,1209,0,0,2798,2271,8356,8908,3138
2019.12.25.21,669,352,234,372,1648,0,0,3237,2273,8212,8714,2811
2019.12.25.22,670,349,234,360,2261,0,0,3835,2272,8121,7743,2653
2019.12.25.23,671,333,234,348,2517,0,0,4064,2272,7869,7016,2229
2019.12.25.24,671,330,235,318,2202,0,0,3717,2271,7629,6706,1785
