Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.09.27.01,939,311,216,213,2490,0,29,4197,2172,7736,9421,547
2020.09.27.02,946,310,217,213,1922,0,29,3638,2172,7274,9584,345
2020.09.27.03,941,308,217,209,1551,0,28,3241,2168,6087,10153,490
2020.09.27.04,941,309,217,172,1377,0,26,3017,2166,5626,10426,450
2020.09.27.05,945,312,218,208,1368,0,26,3048,2167,5763,10323,288
2020.09.27.06,951,323,218,205,1502,0,25,3183,2168,5661,10288,369
2020.09.27.07,959,334,217,201,1556,24,25,3302,2168,5376,10551,597
2020.09.27.08,963,337,217,178,1508,1906,47,4979,2166,5127,9596,215
2020.09.27.09,966,339,217,137,1517,6083,217,9268,2166,4384,6609,110
2020.09.27.10,960,335,216,136,1614,8490,313,11991,2166,4109,4276,145
2020.09.27.11,951,332,216,122,1667,9500,355,13101,2164,4256,3415,-1
2020.09.27.12,954,331,215,121,1873,10000,376,13850,2163,4534,3279,-41
2020.09.27.13,967,334,215,173,2013,10061,390,14147,2162,5129,3757,4
2020.09.27.14,961,336,215,199,1899,10072,382,14077,2161,6595,4350,-16
2020.09.27.15,959,336,215,204,1782,9864,365,13747,2159,8020,5429,52
2020.09.27.16,974,335,213,203,1738,9379,330,13214,2159,9126,6249,439
2020.09.27.17,980,336,214,213,1672,7807,260,11622,2159,10786,7031,1037
2020.09.27.18,984,337,214,255,1520,3710,159,7440,2159,12802,8942,2216
2020.09.27.19,992,338,215,253,1260,312,26,3478,2160,14819,10127,2697
2020.09.27.20,991,338,209,214,1123,0,28,2888,2160,15111,10237,2430
2020.09.27.21,996,338,208,201,1039,0,28,2780,2160,14037,10118,2198
2020.09.27.22,998,313,208,200,1064,0,29,2775,2158,13233,9827,1535
2020.09.27.23,954,293,208,196,1184,0,29,2838,2155,11444,9950,1085
2020.09.27.24,735,283,208,193,1403,0,28,2814,2152,10011,9660,756
