Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.04.28.01,883,319,223,329,4539,0,0,6258,2275,3905,6956,2095
2020.04.28.02,913,321,219,330,4572,0,0,6321,2276,3654,6648,1888
2020.04.28.03,917,317,219,331,4078,0,0,5828,2276,3768,6706,1766
2020.04.28.04,910,316,219,329,3732,0,0,5470,2276,3924,6915,1629
2020.04.28.05,892,321,218,329,3237,0,0,4961,2276,3895,7120,2094
2020.04.28.06,884,321,220,326,2392,0,0,4105,2275,3755,7854,2631
2020.04.28.07,883,321,208,316,1720,921,0,4369,2274,3959,8242,2544
2020.04.28.08,892,323,204,316,1056,5393,172,8357,2273,4037,5708,1724
2020.04.28.09,877,322,202,311,795,9089,258,11855,2273,3516,3225,1406
2020.04.28.10,870,308,201,299,707,10383,263,13031,2273,3547,1885,1333
2020.04.28.11,867,301,202,298,626,11059,262,13615,2274,3010,1483,1370
2020.04.28.12,871,301,202,313,654,11264,220,13825,2274,3349,1422,1429
2020.04.28.13,884,299,201,303,656,11316,250,13909,2275,4018,1997,1331
2020.04.28.14,888,299,201,306,541,11292,256,13784,2275,4745,2759,1270
2020.04.28.15,883,294,200,310,447,11121,263,13518,2276,6082,2854,1409
2020.04.28.16,871,301,199,329,418,10683,263,13064,2276,7311,3204,1721
2020.04.28.17,881,295,196,335,557,9739,263,12265,2276,8021,4016,2235
2020.04.28.18,881,294,214,338,941,7852,260,10780,2275,8404,5390,3042
2020.04.28.19,854,292,222,351,1308,3565,144,6736,2274,10218,7419,3933
2020.04.28.20,863,292,224,343,1664,409,0,3795,2274,11390,8773,4057
2020.04.28.21,872,295,224,344,1699,23,0,3457,2276,11066,8823,4196
2020.04.28.22,897,290,224,347,1795,0,0,3520,2277,10094,8541,3667
2020.04.28.23,902,284,224,344,1884,0,0,3603,2279,8454,8360,3259
2020.04.28.24,903,279,223,331,1957,0,0,3660,2277,7184,7944,2802
