Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.01.21.01,995,364,230,284,4399,0,0,6272,2257,4109,5706,1676
2019.01.21.02,993,364,230,241,3968,0,0,5796,2256,3687,5974,1696
2019.01.21.03,994,351,231,244,4029,0,0,4855,2256,4525,5687,1687
2019.01.21.04,995,348,231,233,3541,0,0,5348,2257,3796,5900,1713
2019.01.21.05,995,348,228,241,3226,0,0,5038,2257,4489,6051,1773
2019.01.21.06,995,345,226,267,3254,0,0,5087,2258,4993,6771,1827
2019.01.21.07,995,321,225,309,2911,0,0,4761,2258,5598,8340,1960
2019.01.21.08,996,297,226,307,2495,922,0,5243,2259,5835,8530,2005
2019.01.21.09,997,319,227,283,2904,4543,0,9273,2261,4565,5851,1859
2019.01.21.10,997,340,226,267,3195,7027,0,12052,2261,3856,3484,1672
2019.01.21.11,996,342,225,271,3740,7638,0,13212,2260,3499,2047,1641
2019.01.21.12,996,334,225,246,4000,7798,0,13599,2259,3562,1233,1602
2019.01.21.13,994,342,217,246,3910,7694,0,13403,2259,3579,1316,1597
2019.01.21.14,993,348,201,250,3394,7102,0,12288,2258,3656,2579,1620
2019.01.21.15,994,349,204,276,3171,6707,0,11701,2257,3813,3207,1672
2019.01.21.16,994,354,216,317,3118,5125,0,10124,2257,4741,4399,1733
2019.01.21.17,994,357,227,319,3005,1516,0,6418,2258,6860,7168,1905
2019.01.21.18,996,353,219,371,3090,76,0,5105,2257,8835,8501,2547
2019.01.21.19,996,357,222,372,3538,0,0,5485,2257,8997,8922,2438
2019.01.21.20,996,361,226,373,4150,0,0,6106,2257,8492,8615,2231
2019.01.21.21,995,367,227,321,4197,0,0,6107,2259,7934,8606,2120
2019.01.21.22,994,364,228,307,4121,0,0,6014,2261,7211,8301,1849
2019.01.21.23,993,366,228,309,4271,0,0,6167,2262,6545,7052,1702
2019.01.21.24,993,364,227,266,4289,0,0,6139,2260,5760,6480,1657
