Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.03.25.01,977,339,244,419,410,0,0,2389,2259,5386,6203,3445
2019.03.25.02,978,337,242,383,305,0,0,2245,2258,5424,5968,3378
2019.03.25.03,979,339,242,384,213,0,0,1178,2259,6327,5886,3296
2019.03.25.04,976,337,242,383,200,0,0,2138,2260,5606,5705,3265
2019.03.25.05,945,336,241,438,166,0,0,2126,2260,5884,5839,3417
2019.03.25.06,947,337,239,575,166,0,0,2264,2258,6400,6169,3762
2019.03.25.07,947,336,238,628,114,0,0,2263,2257,7416,7490,3993
2019.03.25.08,946,335,238,593,97,1648,60,3917,2257,7599,7066,3865
2019.03.25.09,944,336,238,487,156,5850,273,8284,2257,5987,4191,3515
2019.03.25.10,941,323,238,398,200,8830,362,11292,2257,4827,1720,3400
2019.03.25.11,939,326,239,396,297,9797,392,12386,2257,4156,638,3278
2019.03.25.12,938,320,238,400,597,10203,486,13182,2258,3795,96,3166
2019.03.25.13,935,323,237,401,586,10242,486,13210,2258,4244,-277,3149
2019.03.25.14,934,320,239,401,594,10318,490,13296,2258,4220,205,3282
2019.03.25.15,934,329,243,399,588,10268,491,13252,2258,3927,576,3315
2019.03.25.16,934,333,244,403,646,9878,491,12929,2260,4159,940,3310
2019.03.25.17,935,338,243,404,757,8858,478,12013,2261,4567,1659,3324
2019.03.25.18,936,340,243,471,1078,6010,379,9457,2260,5309,3874,3472
2019.03.25.19,935,345,243,598,1382,1487,85,5075,2260,7510,6935,3898
2019.03.25.20,934,344,243,624,1396,0,0,3541,2261,9819,7438,4055
2019.03.25.21,940,346,225,622,1355,0,0,3488,2261,9166,7747,4059
2019.03.25.22,943,345,226,581,1156,0,0,3251,2262,8010,7991,3908
2019.03.25.23,946,347,225,477,743,0,0,2738,2264,7217,7557,3741
2019.03.25.24,949,346,225,449,582,0,0,2551,2263,6166,7209,3558
