Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.12.13.01,940,280,213,154,1347,0,0,2890,1097,8479,8199,836
2020.12.13.02,940,279,213,154,1404,0,0,2937,1096,7765,8075,830
2020.12.13.03,939,279,213,154,1617,0,0,3159,1096,7112,8125,768
2020.12.13.04,938,278,213,153,1368,0,0,2929,1097,7233,8009,752
2020.12.13.05,939,281,213,153,1324,0,0,2852,1097,7362,7974,753
2020.12.13.06,938,288,213,162,1198,0,0,2763,1097,7500,8195,855
2020.12.13.07,937,291,208,164,1302,0,0,2882,1097,7798,8264,1046
2020.12.13.08,936,287,191,156,1260,1700,3,4382,1098,7803,7009,1062
2020.12.13.09,936,286,190,153,1122,3553,59,6302,1097,7871,5521,925
2020.12.13.10,937,285,185,119,1154,3512,108,6298,1097,8702,4682,949
2020.12.13.11,939,283,184,118,1201,3875,167,6710,1097,8848,4147,966
2020.12.13.12,936,280,185,109,1259,5064,62,7826,1098,8688,3350,907
2020.12.13.13,937,284,189,127,983,5455,72,8096,1097,7805,4024,940
2020.12.13.14,936,279,205,147,751,4690,10,7038,1096,9146,3769,1055
2020.12.13.15,936,272,205,158,504,3856,0,6058,1097,9723,4738,1024
2020.12.13.16,935,283,205,160,327,1584,0,3607,1096,10483,7365,974
2020.12.13.17,937,281,211,182,503,68,0,2194,1096,12516,7534,1492
2020.12.13.18,936,270,212,230,748,0,0,2345,1096,13829,7942,1972
2020.12.13.19,937,275,212,236,930,0,0,2527,1097,13726,7968,1925
2020.12.13.20,937,279,212,201,1470,0,0,3041,1095,12731,7954,1931
2020.12.13.21,938,281,212,197,1846,0,0,3415,1096,11815,7900,1756
2020.12.13.22,938,282,213,186,2234,0,0,3787,1097,10745,7793,1545
2020.12.13.23,938,281,212,172,2872,0,0,4419,1096,9371,7446,1024
2020.12.13.24,939,280,211,163,2937,0,0,4494,1096,8151,6934,984
