Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.09.07.01,985,373,238,274,2622,0,0,4492,2250,8806,7439,2574
2018.09.07.02,985,372,239,238,2438,0,0,4272,2252,8184,7050,2372
2018.09.07.03,985,374,238,239,2091,0,0,2942,2250,8902,6843,2241
2018.09.07.04,986,374,239,241,1786,0,0,3626,2251,7852,6882,2173
2018.09.07.05,985,375,239,241,1357,0,0,3197,2252,8008,7401,2222
2018.09.07.06,984,374,237,343,952,0,0,2890,2256,8867,8035,2288
2018.09.07.07,984,378,235,357,720,94,0,2768,2258,9313,9258,2746
2018.09.07.08,983,379,235,401,404,2612,80,5094,2261,9289,8230,2635
2018.09.07.09,980,379,236,401,202,6678,371,9247,2261,8115,6345,2148
2018.09.07.10,978,380,235,285,141,8361,527,10907,2253,7780,5510,2115
2018.09.07.11,973,375,233,280,119,8874,556,11410,2253,7599,5715,2250
2018.09.07.12,945,368,233,279,154,8873,590,11442,2254,8117,5987,2331
2018.09.07.13,940,383,232,278,158,9010,628,11629,2254,9259,5772,2546
2018.09.07.14,939,387,229,275,188,9233,615,11866,2254,10570,6295,2696
2018.09.07.15,939,388,231,271,232,9218,533,11812,2250,11887,6471,2801
2018.09.07.16,939,390,232,316,397,8727,538,11539,2254,13132,7151,3039
2018.09.07.17,938,393,232,402,651,7853,456,10925,2254,13990,7943,3240
2018.09.07.18,935,391,232,461,1609,5361,296,9285,2254,15135,8410,3475
2018.09.07.19,961,392,234,545,2077,1382,97,5688,2258,15706,9791,4207
2018.09.07.20,976,392,233,547,2617,0,0,4765,2261,15316,10676,3637
2018.09.07.21,978,390,234,546,2753,0,0,4901,2259,14138,10655,3450
2018.09.07.22,978,390,233,516,2696,0,0,4813,2259,12671,9915,3470
2018.09.07.23,979,379,233,464,2655,0,0,4710,2260,11124,9480,2954
2018.09.07.24,981,380,235,365,2894,0,0,4855,2254,10463,7974,2630
