Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.02.03.01,900,360,223,216,612,0,0,2299,2273,7562,8065,668
2020.02.03.02,900,359,223,220,612,0,0,2302,2275,7389,7682,674
2020.02.03.03,900,353,219,222,612,0,0,2295,2274,7363,7573,530
2020.02.03.04,900,342,206,223,612,0,0,2270,2274,7448,7517,652
2020.02.03.05,900,303,206,222,612,0,0,2230,2275,7995,7557,945
2020.02.03.06,898,329,211,256,612,0,0,2294,2277,8397,8208,1416
2020.02.03.07,897,345,213,274,612,17,0,2358,2277,9784,8251,2545
2020.02.03.08,896,350,214,310,612,1510,2,3893,2275,9379,8463,2474
2020.02.03.09,897,351,214,247,612,5646,59,8026,2277,7949,5744,1585
2020.02.03.10,893,341,212,226,612,8048,87,10419,2278,7356,2969,1144
2020.02.03.11,891,332,202,225,612,8732,89,11082,2278,6524,2356,845
2020.02.03.12,886,338,201,221,612,8672,89,11019,2278,5983,2066,870
2020.02.03.13,880,342,209,181,612,8260,89,10573,2278,5947,2780,652
2020.02.03.14,883,348,210,178,612,8318,90,10639,2278,6215,2802,674
2020.02.03.15,882,343,207,179,612,7963,83,10269,2278,6482,2386,856
2020.02.03.16,889,329,217,220,612,6485,59,8811,2277,6458,3897,1427
2020.02.03.17,835,329,220,256,612,2435,11,4697,2278,8993,6403,2481
2020.02.03.18,880,336,220,318,612,68,0,2435,2279,11217,8805,3088
2020.02.03.19,890,359,219,346,612,0,0,2399,2279,12588,8877,3134
2020.02.03.20,901,365,218,346,612,0,0,2409,2279,12246,9113,3102
2020.02.03.21,902,367,218,290,612,0,0,2357,2280,11656,9575,2609
2020.02.03.22,902,368,218,242,612,0,0,2308,2279,11034,9202,2379
2020.02.03.23,901,360,218,231,612,0,0,2287,2278,10063,8873,1762
2020.02.03.24,901,348,217,214,612,0,0,2257,2278,9469,8113,1452
