Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.05.15.01,878,308,210,321,4059,0,0,5742,1627,2945,9037,2460
2020.05.15.02,886,310,210,313,4012,0,0,5697,1628,2352,9058,2241
2020.05.15.03,898,307,211,311,3675,0,0,5369,1629,2193,9230,1982
2020.05.15.04,900,303,211,311,3401,0,0,5092,1629,2327,9134,1988
2020.05.15.05,899,309,211,306,3642,0,0,5331,1628,2388,8797,2248
2020.05.15.06,902,310,211,313,3764,0,0,5478,1628,2406,8997,2490
2020.05.15.07,902,314,210,298,3601,1541,44,6910,1628,2428,7949,2590
2020.05.15.08,895,314,210,290,3467,5725,279,11179,1628,2389,4683,1790
2020.05.15.09,875,307,209,294,3382,7983,364,13414,1628,2754,2215,1425
2020.05.15.10,882,300,209,309,2973,8425,363,13462,1629,2652,2049,1215
2020.05.15.11,871,291,209,320,2760,9942,377,14770,1628,2323,820,1186
2020.05.15.12,867,288,209,319,2299,10850,379,15211,1627,2319,293,1150
2020.05.15.13,866,293,209,317,2230,11045,379,15339,1627,2752,-120,1082
2020.05.15.14,872,294,210,319,2273,11225,378,15570,1627,2313,243,1367
2020.05.15.15,881,293,212,313,2705,11253,378,16034,1628,2503,174,1413
2020.05.15.16,862,299,218,319,2988,10829,374,15890,1629,2528,970,1540
2020.05.15.17,866,312,219,326,3510,9980,368,15581,1629,2772,2126,1780
2020.05.15.18,875,314,219,327,3882,8312,332,14261,1630,3513,3982,1967
2020.05.15.19,873,314,219,334,4130,4308,199,10378,1631,4444,6952,2841
2020.05.15.20,847,314,220,338,4192,553,12,6475,1630,6113,8679,3704
2020.05.15.21,853,315,219,336,4195,0,0,5917,1629,6128,9312,3964
2020.05.15.22,866,313,218,337,4152,0,0,5881,1629,5420,9557,3619
2020.05.15.23,872,310,218,329,4196,0,0,5919,1624,4439,9380,3245
2020.05.15.24,890,310,219,330,3871,0,0,5613,1618,3791,9033,2897
