Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.12.01.01,738,337,220,201,1408,0,0,2863,1121,8323,7620,1486
2019.12.01.02,738,338,220,208,1390,0,0,2851,1121,8194,7302,1266
2019.12.01.03,738,334,220,210,1380,0,0,2841,1121,7949,7319,1045
2019.12.01.04,738,338,218,211,1366,0,0,2828,1120,7855,7321,857
2019.12.01.05,737,338,216,214,1395,0,0,2856,1120,7755,7230,924
2019.12.01.06,737,341,216,270,1390,0,0,2908,1120,7882,7281,1019
2019.12.01.07,736,352,216,277,1470,57,0,3107,1120,7577,7729,1395
2019.12.01.08,711,354,216,280,1543,1383,0,4487,1119,7349,7168,1243
2019.12.01.09,717,352,216,262,1502,2788,0,5839,1119,7304,6834,832
2019.12.01.10,714,350,216,209,1428,3919,0,6835,1119,7050,5902,1171
2019.12.01.11,724,348,216,207,1314,3998,0,6807,1118,7338,5792,1140
2019.12.01.12,737,347,215,205,1220,4275,0,6999,1118,7475,5518,1049
2019.12.01.13,737,352,216,209,1465,4513,0,7492,1117,7375,5266,952
2019.12.01.14,737,351,215,210,1450,4069,0,7031,1117,7898,5238,1054
2019.12.01.15,736,340,214,247,1379,3613,0,6529,1118,8635,5226,1193
2019.12.01.16,703,341,215,256,1326,1919,0,4759,1118,9399,6585,1813
2019.12.01.17,675,338,214,316,1299,155,0,2997,1118,10640,8007,2387
2019.12.01.18,677,338,215,333,1317,0,0,2834,1119,11388,8278,3419
2019.12.01.19,677,338,215,351,1328,0,0,2862,1119,11376,8593,3330
2019.12.01.20,680,308,215,313,1236,0,0,2705,1119,11520,8660,2802
2019.12.01.21,679,295,215,287,1258,0,0,2688,1120,11182,8680,2523
2019.12.01.22,670,292,215,281,1383,0,0,2792,1122,10733,8219,2129
2019.12.01.23,699,274,213,279,1336,0,0,2753,1123,9949,7817,1633
2019.12.01.24,738,248,213,253,1263,0,0,2668,1124,9098,7360,1356
