Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.06.08.01,874,290,189,340,2708,0,15,4378,2275,3374,9703,1547
2020.06.08.02,875,291,193,340,3059,0,15,4712,2275,2570,9523,1464
2020.06.08.03,878,292,189,340,3317,0,15,5003,2276,2435,8975,1351
2020.06.08.04,880,264,181,339,2935,0,14,4619,2276,2500,9114,1367
2020.06.08.05,878,266,192,338,2284,0,13,3973,2276,2603,9838,1568
2020.06.08.06,876,276,175,339,1904,25,12,3594,2275,3435,9711,1861
2020.06.08.07,877,291,174,347,1610,2286,81,5397,2276,3671,8639,1627
2020.06.08.08,876,283,185,348,1533,6361,304,9631,2277,2544,5902,1553
2020.06.08.09,875,281,185,313,2071,7384,374,11342,2277,2317,4474,1487
2020.06.08.10,855,280,187,309,2913,7649,391,12428,2277,2346,3085,1418
2020.06.08.11,846,284,186,309,2898,8179,396,12963,2278,2730,2546,1145
2020.06.08.12,871,288,175,310,2586,8939,397,13471,2277,2768,2244,965
2020.06.08.13,869,285,187,311,2206,8806,398,12932,2276,2759,2779,1184
2020.06.08.14,868,290,183,310,1821,9312,408,13058,2274,2980,2968,1202
2020.06.08.15,869,291,175,349,1556,9840,421,13378,2276,3155,3125,1280
2020.06.08.16,867,292,178,355,1495,9391,420,12924,2276,3748,3984,1404
2020.06.08.17,867,299,157,356,1710,8620,414,12314,2276,4782,4793,1549
2020.06.08.18,866,301,152,356,1767,8248,393,12083,2276,5901,5123,1952
2020.06.08.19,863,302,153,389,2030,5441,297,9675,2277,7485,5932,3197
2020.06.08.20,867,303,159,397,2425,1212,104,5631,2277,9568,7461,4043
2020.06.08.21,871,302,168,398,2638,0,39,4402,2278,10385,7763,4185
2020.06.08.22,874,300,179,398,2638,0,33,4400,2278,10310,7692,3597
2020.06.08.23,871,284,180,343,2279,0,0,3948,2277,8746,8441,2938
2020.06.08.24,873,271,188,340,1900,0,0,3558,2276,7677,8425,2409
