Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.11.15.01,651,333,229,220,1158,0,0,2552,1116,9020,6902,1226
2019.11.15.02,651,331,230,216,1207,0,0,2596,1115,9240,6549,844
2019.11.15.03,651,333,231,218,1117,0,0,2510,1115,9501,6467,515
2019.11.15.04,652,332,231,217,1170,0,0,2561,1116,9309,6387,555
2019.11.15.05,652,335,229,218,1114,0,0,2505,1118,9476,6255,840
2019.11.15.06,651,335,230,233,986,0,0,2392,1118,9119,6781,1616
2019.11.15.07,651,344,230,240,969,236,0,2670,1119,9602,7637,1813
2019.11.15.08,651,349,227,231,1043,2557,18,5076,1118,8869,7124,1717
2019.11.15.09,651,347,229,224,1158,5408,185,8202,1119,7530,6110,987
2019.11.15.10,649,340,227,211,1093,6365,260,9143,1120,7071,5432,733
2019.11.15.11,646,339,225,208,1045,6019,299,8782,1119,6987,5560,769
2019.11.15.12,643,343,224,211,993,6660,227,9301,1116,7207,5370,367
2019.11.15.13,641,347,232,218,983,6510,200,9130,1115,7397,5515,384
2019.11.15.14,640,346,232,228,913,5966,231,8556,1114,7811,6190,461
2019.11.15.15,640,343,232,229,799,5022,92,7357,1113,8301,6700,883
2019.11.15.16,640,345,233,231,830,2823,45,5146,1112,9173,7634,1599
2019.11.15.17,643,349,232,278,902,424,0,2828,1112,10635,8553,2532
2019.11.15.18,645,349,235,284,1059,0,0,2531,1113,11435,9612,2510
2019.11.15.19,646,345,235,284,1188,0,0,2659,1114,10862,9673,2535
2019.11.15.20,648,343,236,267,851,0,0,2305,1115,10479,9921,2332
2019.11.15.21,649,346,235,243,718,0,0,2150,1115,10534,9511,2048
2019.11.15.22,649,344,234,236,748,0,0,2171,1116,10471,8616,2050
2019.11.15.23,648,315,231,234,850,0,0,2237,1119,9908,7997,1746
2019.11.15.24,648,306,234,208,799,0,0,2152,1120,8961,7605,1674
