Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.06.24.01,972,348,241,359,3392,0,0,5312,2272,6969,8115,2537
2018.06.24.02,972,352,241,357,3476,0,0,5398,2272,5591,8169,2369
2018.06.24.03,972,357,242,354,3461,0,0,4414,2272,5592,8038,2402
2018.06.24.04,974,360,244,359,3554,0,0,5491,2271,4023,7981,2287
2018.06.24.05,974,364,244,356,3257,0,0,5195,2268,3954,7987,2321
2018.06.24.06,975,373,242,356,2853,0,0,4799,2268,4131,7991,2478
2018.06.24.07,974,390,240,377,2189,1452,50,5672,2268,3745,7629,2477
2018.06.24.08,972,391,241,332,1625,5119,299,8979,2269,3532,4751,2619
2018.06.24.09,969,391,241,321,1338,7712,516,11488,2269,3518,2992,2521
2018.06.24.10,966,377,241,289,1592,8862,577,12904,2269,3231,2575,2475
2018.06.24.11,962,374,241,287,1745,9565,597,13771,2271,3128,2486,2463
2018.06.24.12,957,380,239,320,1917,9894,603,14310,2271,3501,2336,2361
2018.06.24.13,952,379,237,328,1902,9986,603,14387,2271,3993,2527,2467
2018.06.24.14,949,368,236,325,1864,9973,597,14312,2272,4699,2961,2462
2018.06.24.15,950,371,235,331,2026,9835,592,14340,2268,5551,2904,2464
2018.06.24.16,951,379,237,480,2277,9414,578,14316,2265,6056,3562,2529
2018.06.24.17,952,384,239,520,2591,8707,542,13935,2266,6960,3996,2711
2018.06.24.18,955,384,239,527,2866,7400,471,12842,2268,8035,4609,3153
2018.06.24.19,958,387,239,605,3104,4567,318,10178,2269,9149,6155,3602
2018.06.24.20,961,383,240,601,3618,1124,62,6989,2269,10423,7312,4010
2018.06.24.21,962,379,242,601,3819,25,0,6028,2270,10209,8092,4042
2018.06.24.22,966,376,242,578,4047,0,0,6209,2271,9478,7855,3857
2018.06.24.23,969,360,242,481,4280,0,0,6332,2271,7744,8057,3102
2018.06.24.24,971,350,240,418,4404,0,0,6383,2271,5795,7957,2657
