Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.03.11.01,876,232,201,144,993,0,0,2417,2250,8654,7110,973
2020.03.11.02,870,233,201,106,889,0,0,2271,2250,8211,6995,948
2020.03.11.03,872,234,201,106,879,0,0,2263,2248,7889,6797,965
2020.03.11.04,871,233,202,145,824,0,0,2245,2247,7674,6721,967
2020.03.11.05,873,235,202,146,726,0,0,2148,2246,8268,6625,979
2020.03.11.06,885,247,201,145,559,0,0,2005,2246,9507,6941,982
2020.03.11.07,900,260,201,142,393,0,0,1862,2245,10700,8196,1151
2020.03.11.08,884,263,199,141,343,222,0,2053,2246,11497,8562,1393
2020.03.11.09,884,257,197,141,311,1767,0,3557,2247,11276,7268,1128
2020.03.11.10,889,244,197,143,355,3240,0,5069,2248,10217,6398,745
2020.03.11.11,888,264,196,144,465,5196,0,7153,2249,8055,5421,737
2020.03.11.12,874,271,196,148,534,5650,0,7672,2250,6779,5367,690
2020.03.11.13,880,276,197,145,734,6506,0,8738,2250,6166,4522,530
2020.03.11.14,813,275,197,135,813,7131,0,9365,2249,5493,4163,608
2020.03.11.15,829,273,199,137,856,7150,1,9445,2249,5500,4153,639
2020.03.11.16,829,282,202,139,841,6616,56,8965,2248,5979,4544,664
2020.03.11.17,832,305,202,140,853,5846,87,8265,2247,6331,5291,938
2020.03.11.18,837,303,203,143,856,3554,67,5963,2247,7568,7253,1383
2020.03.11.19,862,304,203,161,922,662,0,3115,2246,10189,8474,1766
2020.03.11.20,877,303,207,200,830,40,0,2456,2246,11362,9212,2077
2020.03.11.21,883,303,207,154,993,14,0,2554,2248,11475,8857,1903
2020.03.11.22,901,301,207,148,1096,0,0,2626,2250,11362,8146,1460
2020.03.11.23,907,290,206,147,1020,0,0,2543,2252,10531,7602,1121
2020.03.11.24,912,281,207,149,1112,0,0,2633,2252,9436,6935,1044
