Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.11.30.01,746,341,218,206,1326,0,0,2794,1122,8513,7944,1371
2019.11.30.02,745,343,218,214,1208,0,0,2686,1122,8298,8048,1022
2019.11.30.03,746,340,218,197,1137,0,0,2595,1122,7944,8078,909
2019.11.30.04,745,332,219,197,978,0,0,2425,1122,7970,7868,1067
2019.11.30.05,746,340,218,203,965,0,0,2425,1122,8040,7765,1277
2019.11.30.06,747,343,216,243,1025,0,0,2526,1122,8146,7880,1513
2019.11.30.07,747,355,218,245,1028,73,0,2666,1122,8312,7923,1904
2019.11.30.08,746,355,219,226,965,1949,0,4460,1122,7823,6901,1765
2019.11.30.09,746,354,220,230,1003,3410,0,5964,1122,7595,6117,1642
2019.11.30.10,745,355,219,196,986,3772,67,6339,1122,7787,6208,1473
2019.11.30.11,743,350,219,191,1298,4293,232,7326,1122,8173,5660,1031
2019.11.30.12,735,347,219,191,1414,3931,398,7235,1122,8495,5159,897
2019.11.30.13,732,348,219,190,1452,3403,369,6712,1122,8564,5903,1052
2019.11.30.14,731,354,219,195,1532,2622,154,5808,1122,9073,6628,1136
2019.11.30.15,731,351,220,233,1810,2007,28,5378,1121,9736,6488,1338
2019.11.30.16,741,355,219,245,1962,814,0,4337,1120,10275,7015,1990
2019.11.30.17,741,354,218,319,2027,7,0,3666,1120,10364,7846,2923
2019.11.30.18,742,354,219,324,1999,0,0,3597,1120,10608,8753,3153
2019.11.30.19,743,355,219,325,2081,0,0,3684,1120,10365,8901,3075
2019.11.30.20,741,353,220,294,2172,0,0,3738,1120,10259,8804,2787
2019.11.30.21,739,350,220,286,2192,0,0,3747,1120,10047,8807,2391
2019.11.30.22,740,354,220,263,1823,0,0,3358,1121,10171,8395,2231
2019.11.30.23,739,342,220,241,1592,0,0,3092,1121,9735,7923,2036
2019.11.30.24,739,338,220,237,1465,0,0,2958,1121,9225,7487,1614
