Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.01.25.01,985,378,231,322,480,0,0,2396,2260,8173,6442,1897
2019.01.25.02,987,375,231,312,426,0,0,2331,2260,7832,6207,1849
2019.01.25.03,986,377,231,322,439,0,0,1369,2261,8557,6118,1783
2019.01.25.04,986,379,231,320,411,0,0,2327,2260,7730,5950,1814
2019.01.25.05,987,380,230,323,393,0,0,2313,2259,7873,6277,2018
2019.01.25.06,987,379,229,380,344,0,0,2319,2259,8277,7367,2112
2019.01.25.07,987,379,227,372,326,0,0,2291,2259,9454,8234,2591
2019.01.25.08,988,376,224,369,339,1641,0,3937,2259,9415,8012,2469
2019.01.25.09,988,375,226,336,362,5815,67,8169,2259,7364,5592,2003
2019.01.25.10,987,371,226,325,267,7927,0,10103,2260,5562,4564,1881
2019.01.25.11,984,376,225,328,269,8132,0,10314,2260,4997,4112,1785
2019.01.25.12,983,365,227,328,233,8171,0,10307,2262,4356,3951,1762
2019.01.25.13,981,371,222,328,167,8032,167,10268,2262,4282,3624,1737
2019.01.25.14,979,375,224,325,121,8009,252,10285,2262,4626,3452,1767
2019.01.25.15,978,376,227,367,79,7848,245,10120,2262,5006,3710,1814
2019.01.25.16,979,381,223,371,83,6459,191,8687,2262,5749,4502,2029
2019.01.25.17,981,382,222,376,123,2127,48,4259,2261,7936,7506,2317
2019.01.25.18,982,379,222,466,156,173,0,2378,2261,9970,9018,2928
2019.01.25.19,983,365,230,466,168,6,0,2218,2260,10047,9368,3170
2019.01.25.20,984,365,229,467,167,0,0,2212,2260,9817,9467,2664
2019.01.25.21,983,365,228,413,156,0,0,2145,2259,9400,9273,2697
2019.01.25.22,982,365,230,377,198,0,0,2152,2256,9064,8902,2306
2019.01.25.23,982,366,231,330,167,0,0,2076,2256,8249,8701,2036
2019.01.25.24,982,364,231,315,195,0,0,2087,2256,7998,7565,1985
