Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.04.23.01,721,274,206,395,1683,0,0,3279,2287,4468,7200,4050
2019.04.23.02,722,273,207,394,1658,0,0,3254,2287,3658,6977,4198
2019.04.23.03,722,274,207,394,1554,0,0,2429,2286,3936,7008,4178
2019.04.23.04,722,243,207,395,1440,0,0,3007,2287,3124,7017,4211
2019.04.23.05,724,232,207,396,1354,0,0,2913,2287,3391,7230,4193
2019.04.23.06,724,231,205,397,1034,0,0,2591,2285,4101,8106,4223
2019.04.23.07,724,227,204,419,891,587,0,3052,2282,4403,9171,4106
2019.04.23.08,721,228,201,424,885,4086,39,6584,2282,3735,7235,3958
2019.04.23.09,720,223,201,421,788,7405,343,10101,2282,3029,4725,3656
2019.04.23.10,719,219,201,392,780,8924,479,11714,2283,2773,3412,3282
2019.04.23.11,718,216,198,386,737,9650,508,12413,2284,2880,3042,3322
2019.04.23.12,716,217,197,388,760,10204,513,12995,2283,2920,2670,3397
2019.04.23.13,715,246,199,387,615,10453,514,13129,2284,2921,2857,3400
2019.04.23.14,715,263,199,386,594,10140,512,12809,2286,3168,3744,3218
2019.04.23.15,715,264,201,391,602,10294,504,12971,2286,3651,3642,3356
2019.04.23.16,714,276,200,396,740,9879,510,12715,2285,4183,3827,3571
2019.04.23.17,714,307,200,395,959,9235,515,12325,2282,5016,4194,3798
2019.04.23.18,714,314,201,396,1431,7428,461,10945,2282,5955,5381,3903
2019.04.23.19,713,316,202,462,1786,3035,238,6752,2281,8224,7505,4375
2019.04.23.20,715,317,205,508,2141,171,0,4057,2282,11041,7863,4467
2019.04.23.21,711,318,205,585,2229,0,0,4048,2284,10880,8168,4465
2019.04.23.22,699,310,206,616,2206,0,0,4037,2285,9103,8347,4492
2019.04.23.23,713,310,205,578,1962,0,0,3768,2286,7140,8434,4312
2019.04.23.24,717,307,205,523,1850,0,0,3602,2285,5976,7761,4161
