Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.10.02.01,1026,338,211,157,762,0,0,2449,2106,11423,9587,1097
2020.10.02.02,1024,334,212,157,986,0,0,2672,2103,9970,9485,785
2020.10.02.03,1023,332,212,158,965,0,0,2664,2101,9552,8820,754
2020.10.02.04,1023,326,212,157,811,0,0,2500,2101,9206,8661,738
2020.10.02.05,1026,329,212,158,693,0,0,2391,2101,9391,8537,747
2020.10.02.06,1028,340,212,159,527,0,0,2239,2101,9569,9250,829
2020.10.02.07,1027,355,212,165,365,0,0,2114,2099,10127,10126,961
2020.10.02.08,1025,354,211,166,244,1872,51,3735,2098,10220,9830,629
2020.10.02.09,1023,355,210,197,115,6075,313,8094,2100,9528,7673,254
2020.10.02.10,1019,351,209,187,43,8400,374,10531,2103,9581,6578,3
2020.10.02.11,1011,352,210,183,0,9194,421,11325,2099,9893,6561,70
2020.10.02.12,795,351,210,178,3,9724,429,11688,2096,10497,6993,368
2020.10.02.13,733,353,206,181,37,9750,422,11677,2096,12095,7061,672
2020.10.02.14,737,352,204,185,71,9761,415,11727,2096,13895,7172,1155
2020.10.02.15,738,351,201,184,17,9572,419,11505,2095,16215,7624,1665
2020.10.02.16,738,352,203,203,51,8690,413,10705,2095,17462,8434,2073
2020.10.02.17,737,354,202,251,257,7093,385,9395,2095,18414,8924,2576
2020.10.02.18,739,351,204,265,849,2953,229,5808,2095,19441,10516,3228
2020.10.02.19,740,352,206,268,1154,200,36,2992,2096,20340,10732,3242
2020.10.02.20,712,353,208,271,1401,0,0,2935,2099,18595,11086,3028
2020.10.02.21,703,353,208,216,1483,0,0,2958,2100,16795,10717,2744
2020.10.02.22,694,353,206,209,1612,0,0,3030,2099,16109,9744,2004
2020.10.02.23,698,293,205,207,1884,0,0,3235,2097,14270,9138,1553
2020.10.02.24,699,262,206,207,2220,0,0,3550,2096,11570,9532,1070
