Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.06.09.01,875,267,195,337,1519,0,0,3172,2276,7202,8563,1922
2020.06.09.02,877,267,196,336,1453,0,0,3089,2275,6086,8668,1985
2020.06.09.03,877,268,196,333,1486,0,0,3122,2273,5330,8752,1910
2020.06.09.04,878,270,196,333,1411,0,0,3048,2273,5188,8645,1846
2020.06.09.05,877,274,196,333,1436,0,0,3100,2273,5043,8811,1954
2020.06.09.06,876,284,196,335,1237,24,0,2933,2273,5540,9024,2080
2020.06.09.07,868,297,196,354,1097,2280,108,4931,2273,5430,7612,2310
2020.06.09.08,824,302,196,337,931,6386,314,9059,2273,4751,5712,1381
2020.06.09.09,821,301,186,302,890,8526,375,11222,2272,4351,3812,1560
2020.06.09.10,815,292,186,302,1005,8913,375,11772,2273,4472,3278,1586
2020.06.09.11,811,290,186,301,1171,9325,397,12338,2273,4640,2864,1754
2020.06.09.12,803,290,186,302,1214,10313,408,13370,2273,4528,2840,1728
2020.06.09.13,802,291,178,342,992,10562,421,13468,2274,4731,3468,1936
2020.06.09.14,799,289,171,355,724,10981,421,13618,2272,5398,3830,2271
2020.06.09.15,796,284,172,365,526,10943,420,13447,2271,6500,4503,2479
2020.06.09.16,796,290,172,352,380,10692,418,12996,2271,8272,4954,2645
2020.06.09.17,799,303,176,357,368,9961,402,12296,2271,10513,4484,3290
2020.06.09.18,799,301,178,408,639,8737,374,11431,2273,12239,4599,3883
2020.06.09.19,816,300,178,409,1198,5568,281,8908,2274,14188,5269,4598
2020.06.09.20,850,299,180,409,1765,1374,82,5120,2275,15771,6718,4770
2020.06.09.21,854,298,187,410,1931,96,15,3801,2275,15606,7530,4306
2020.06.09.22,859,298,188,410,2128,75,16,3959,2277,14061,7868,3890
2020.06.09.23,864,285,188,360,2364,75,16,4150,2275,11473,8263,3240
2020.06.09.24,866,273,188,340,2426,75,15,4174,2274,9254,8343,2751
