Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2021.01.19.01,889,351,221,102,2933,0,0,4429,2267,4398,8660,441
2021.01.19.02,885,360,221,99,3364,0,0,4886,2268,3646,8248,437
2021.01.19.03,886,362,219,99,3760,0,0,5254,2269,3257,7864,437
2021.01.19.04,888,362,220,99,4066,0,0,5599,2269,2995,7694,451
2021.01.19.05,889,364,221,109,4148,0,0,5689,2268,3203,7932,436
2021.01.19.06,889,362,220,109,4271,0,0,5797,2268,3759,8484,497
2021.01.19.07,890,357,219,131,4375,0,0,5927,2269,4262,8831,1465
2021.01.19.08,893,346,218,136,4428,413,0,6371,2269,4659,9040,1660
2021.01.19.09,891,353,217,111,4519,2703,0,8631,2268,4586,8081,594
2021.01.19.10,890,349,216,109,4619,4759,0,10898,2269,3552,6091,432
2021.01.19.11,890,348,217,109,4499,6079,0,12063,2270,2862,4820,472
2021.01.19.12,890,344,216,114,4486,6894,0,12945,2271,2863,3666,530
2021.01.19.13,889,344,215,113,4580,6149,0,12344,2269,2971,4009,582
2021.01.19.14,888,344,214,113,4495,5639,0,11722,2269,3234,4549,608
2021.01.19.15,888,344,213,100,4372,4933,0,10889,2268,3664,5450,568
2021.01.19.16,888,344,206,98,4231,3473,0,9383,2270,4707,6664,518
2021.01.19.17,891,348,211,123,3764,881,0,6337,2269,6275,8331,1420
2021.01.19.18,897,346,205,126,3711,0,0,5258,2269,6943,9812,2211
2021.01.19.19,905,346,197,127,3771,0,0,5324,2269,7297,9667,2306
2021.01.19.20,904,346,199,128,3435,0,0,4999,2270,7124,9763,1994
2021.01.19.21,905,337,199,124,2982,0,0,4528,2270,7124,9479,1795
2021.01.19.22,906,344,202,104,2644,0,0,4179,2269,7027,9496,1125
2021.01.19.23,907,348,202,88,2245,0,0,3776,2269,6350,9290,874
2021.01.19.24,907,346,202,96,2251,0,0,3740,2269,5354,9327,574
