Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2018.09.19.01,1017,331,241,274,3656,0,0,5519,2267,7276,6158,2518
2018.09.19.02,1018,320,241,275,3704,0,0,5558,2267,6424,6213,2408
2018.09.19.03,1018,319,242,274,3772,0,0,4607,2268,6953,6125,2311
2018.09.19.04,1017,320,241,274,3710,0,0,5562,2268,5895,5934,2307
2018.09.19.05,1015,324,241,274,3250,0,0,5104,2269,6088,6303,2312
2018.09.19.06,1015,337,240,275,2803,0,0,4670,2270,6705,7070,2562
2018.09.19.07,1015,349,240,274,2603,0,0,4481,2270,7313,8495,2705
2018.09.19.08,1014,351,235,272,2441,1740,79,6132,2271,7221,7805,2704
2018.09.19.09,988,353,233,254,2031,5550,418,9827,2271,5858,6288,2041
2018.09.19.10,922,354,233,269,1465,7433,612,11288,2270,5599,5428,1890
2018.09.19.11,927,359,232,237,1159,8096,629,11639,2269,5809,5291,1890
2018.09.19.12,914,368,231,234,1060,8599,648,12054,2268,6086,4810,1916
2018.09.19.13,898,366,225,266,1360,8840,684,12639,2267,6049,4806,1950
2018.09.19.14,903,355,228,303,1637,8890,685,13001,2267,6332,5153,2158
2018.09.19.15,918,362,229,308,1961,8658,686,13122,2266,7099,5515,2250
2018.09.19.16,917,365,229,312,2462,8135,687,13107,2267,7995,5767,2211
2018.09.19.17,916,370,233,315,2588,7117,661,12200,2269,8422,6901,2626
2018.09.19.18,916,367,229,386,2988,4241,508,9635,2270,9407,8200,3491
2018.09.19.19,921,362,227,387,3258,665,66,5886,2270,10890,10144,3624
2018.09.19.20,965,357,233,385,3257,0,0,5197,2271,11627,10525,3426
2018.09.19.21,996,355,239,353,3146,0,0,5089,2272,11228,10020,3440
2018.09.19.22,1012,353,238,308,3025,0,0,4936,2275,10060,9370,3377
2018.09.19.23,1014,334,238,307,2978,0,0,4871,2275,8914,8375,3063
2018.09.19.24,1017,325,238,272,2770,0,0,4622,2273,7885,7684,2810
