Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.03.21.01,942,308,217,131,455,0,0,2015,2243,9812,6218,573
2020.03.21.02,944,308,217,132,448,0,0,2011,2240,9301,6148,431
2020.03.21.03,945,294,217,132,505,0,0,2055,2239,8976,5989,376
2020.03.21.04,945,290,217,133,518,0,0,2064,2241,8638,5989,400
2020.03.21.05,945,291,217,133,554,0,0,2099,2242,8526,6150,419
2020.03.21.06,945,295,217,133,477,0,0,2025,2244,8265,6748,690
2020.03.21.07,945,301,217,146,423,0,0,2008,2245,8444,7433,796
2020.03.21.08,945,301,217,149,315,1408,0,3333,2246,7875,6937,773
2020.03.21.09,942,307,216,142,281,4865,54,6807,2246,6493,4992,559
2020.03.21.10,940,290,216,142,299,7660,357,9904,2246,4804,3073,366
2020.03.21.11,938,284,216,144,259,8404,417,10662,2245,4264,2272,270
2020.03.21.12,936,280,216,139,220,8272,398,10459,2244,4052,2286,252
2020.03.21.13,936,288,215,101,132,8153,398,10223,2242,4073,2032,351
2020.03.21.14,934,295,216,99,193,7886,383,10008,2241,4036,1858,366
2020.03.21.15,934,303,212,99,275,7389,166,9378,2240,3955,2256,485
2020.03.21.16,931,333,212,97,339,6168,52,8131,2239,4171,3737,461
2020.03.21.17,933,352,215,144,427,5051,52,7174,2238,5329,4316,561
2020.03.21.18,934,351,216,148,519,3356,52,5576,2239,6192,6038,1022
2020.03.21.19,931,348,215,159,587,694,52,2987,2240,7782,7854,1656
2020.03.21.20,936,349,215,198,497,0,52,2235,2242,9290,8202,2161
2020.03.21.21,938,355,215,164,511,0,52,2217,2243,9202,8393,2088
2020.03.21.22,939,341,215,148,729,0,52,2389,2244,9032,8093,1632
2020.03.21.23,939,333,215,144,686,0,52,2335,2243,8326,7945,1364
2020.03.21.24,940,338,214,144,789,0,52,2442,2243,7730,7295,1206
