Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.06.10.01,865,275,188,330,2446,75,16,4200,2275,7617,8524,2202
2020.06.10.02,865,273,188,328,2382,75,16,4123,2276,5903,8829,2233
2020.06.10.03,865,272,189,327,2331,75,16,4091,2275,5547,8465,2044
2020.06.10.04,868,271,189,327,2084,76,14,3845,2276,5358,8953,1714
2020.06.10.05,869,277,188,327,1692,76,13,3468,2276,5682,9116,1676
2020.06.10.06,868,285,186,331,1209,138,12,3027,2276,5581,9335,2325
2020.06.10.07,865,296,187,332,815,2361,141,4723,2274,6200,8152,1952
2020.06.10.08,827,301,186,330,484,6882,331,9021,2273,5744,5955,1411
2020.06.10.09,814,320,186,293,243,9413,391,11476,2274,5602,4369,1335
2020.06.10.10,810,323,183,293,165,10451,393,12446,2274,5864,3695,1377
2020.06.10.11,805,325,178,332,229,11043,397,13268,2272,6103,3470,1545
2020.06.10.12,799,332,174,334,354,11247,398,13627,2271,6637,4046,1634
2020.06.10.13,798,333,174,334,378,11329,397,13745,2272,7703,4682,1612
2020.06.10.14,798,334,175,343,335,10879,395,13281,2275,10218,4074,2103
2020.06.10.15,800,337,172,345,315,10813,395,13175,2275,12447,3748,2505
2020.06.10.16,801,348,159,350,405,10704,393,13180,2274,14212,3439,3025
2020.06.10.17,800,351,158,395,458,9934,385,12525,2272,15494,3855,3428
2020.06.10.18,798,346,160,406,644,8626,367,11448,2274,16472,4389,3951
2020.06.10.19,798,345,160,409,1038,5434,277,8685,2276,17915,5420,4554
2020.06.10.20,801,345,168,409,1926,1379,77,5236,2276,19412,6313,4845
2020.06.10.21,804,353,186,398,2611,54,16,4410,2275,18324,7248,3965
2020.06.10.22,807,355,192,396,2866,0,10,4589,2274,15793,8081,3489
2020.06.10.23,811,339,192,342,3107,0,0,4754,2276,12638,8470,2989
2020.06.10.24,814,336,191,324,2994,0,0,4631,2280,10363,8441,2478
