Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.12.02.01,737,251,215,202,1207,0,0,2566,1124,9002,7156,1040
2019.12.02.02,738,236,215,205,1125,0,0,2472,1125,9046,6741,932
2019.12.02.03,733,243,215,207,1225,0,0,2576,1125,8753,6471,1009
2019.12.02.04,739,239,214,208,1136,0,0,2489,1125,8709,6586,1005
2019.12.02.05,738,253,214,206,861,0,0,2224,1125,9379,6898,1053
2019.12.02.06,739,253,213,267,859,0,0,2282,1126,10320,7059,1429
2019.12.02.07,740,264,212,274,948,12,0,2449,1127,11523,7174,2273
2019.12.02.08,736,261,207,273,980,935,0,3391,1127,11955,6891,2372
2019.12.02.09,701,263,204,255,905,3007,0,5336,1127,10990,6046,1843
2019.12.02.10,692,259,208,240,1110,5090,0,7599,1127,9529,5245,1332
2019.12.02.11,691,266,202,224,1242,5752,0,8378,1126,8916,4555,1361
2019.12.02.12,691,264,202,249,869,5974,0,8248,1126,8997,4420,1375
2019.12.02.13,683,262,205,251,735,5605,13,7753,1126,8824,5189,1532
2019.12.02.14,668,283,198,252,673,5305,0,7380,1126,9238,5583,1510
2019.12.02.15,689,262,209,256,696,3462,0,5574,1126,10711,5987,1489
2019.12.02.16,726,256,210,268,698,1428,0,3587,1129,11876,7124,2168
2019.12.02.17,731,263,208,308,740,253,0,2502,1129,12611,7878,3057
2019.12.02.18,736,263,208,328,797,8,0,2340,1128,13621,8503,3381
2019.12.02.19,743,264,208,335,831,0,0,2346,1128,13207,8964,3387
2019.12.02.20,743,262,210,338,844,0,0,2362,1127,13055,8505,3366
2019.12.02.21,742,264,210,330,862,0,0,2373,1126,12696,8298,3128
2019.12.02.22,741,261,210,284,797,0,0,2260,1126,12044,8469,2541
2019.12.02.23,741,246,210,259,894,0,0,2315,1127,11011,8151,1891
2019.12.02.24,741,244,210,254,937,0,0,2351,1128,9792,7706,1638
