Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2020.10.18.01,1016,257,192,168,1786,0,0,3385,-27,10969,7437,1381
2020.10.18.02,1015,255,192,168,1777,0,0,3363,-27,10259,7765,943
2020.10.18.03,1015,256,193,168,1907,0,0,3509,-27,9617,7468,852
2020.10.18.04,1015,256,193,166,1673,0,0,3270,-27,9127,7628,852
2020.10.18.05,1016,257,193,160,1631,0,0,3222,-27,8799,7513,1051
2020.10.18.06,1019,263,193,123,1462,0,0,3031,-27,8632,7623,1266
2020.10.18.07,1020,272,193,164,1244,0,0,2859,-27,8647,7606,1645
2020.10.18.08,1022,273,187,164,1297,1140,3,3946,-27,8099,7407,1398
2020.10.18.09,1019,273,186,129,1187,5022,159,7761,-27,6792,5641,1074
2020.10.18.10,1014,271,185,122,1200,7840,322,10867,-27,5913,3806,780
2020.10.18.11,1007,267,184,120,1198,8736,339,11835,-27,5550,3538,728
2020.10.18.12,1002,269,183,134,1410,8911,358,12248,-27,5854,3503,782
2020.10.18.13,1001,270,183,143,1623,9001,360,12552,-27,6792,3585,714
2020.10.18.14,999,264,182,142,1899,9203,350,13025,-27,7912,3510,809
2020.10.18.15,1000,264,182,141,1965,9215,322,13112,-27,9580,3592,1033
2020.10.18.16,1000,264,182,176,2151,8684,272,12752,-27,11243,3528,1498
2020.10.18.17,1001,271,184,189,2380,6400,183,10798,-27,13696,4095,1966
2020.10.18.18,1003,270,183,193,2575,1843,42,6315,-27,16421,5615,2857
2020.10.18.19,1008,267,183,193,2552,40,0,4242,-27,17698,6494,2653
2020.10.18.20,1011,282,182,189,2694,0,0,4353,-27,16392,6798,2757
2020.10.18.21,1014,280,182,185,2623,0,0,4244,-27,15522,6927,2034
2020.10.18.22,1016,261,183,179,2519,0,0,4143,-27,14124,7139,1789
2020.10.18.23,1018,254,182,170,2204,0,0,3786,-27,12836,7068,1609
2020.10.18.24,1019,249,182,163,2367,0,0,3942,-27,11367,6646,1468
