Timestamp,Geothermal,Biomass,Biogas,Small Hydro,Wind Total,Solar PV,Solar Thermal,Renewables,Nuclear,Thermal,Imports,Hydro
2019.10.18.01,955,348,223,284,3211,0,0,4980,1133,7634,5966,1600
2019.10.18.02,954,349,223,282,3228,0,0,4995,1134,6961,5780,1554
2019.10.18.03,955,349,224,282,3499,0,0,5267,1134,6564,5477,1485
2019.10.18.04,956,349,224,280,3674,0,0,5440,1135,6175,5476,1507
2019.10.18.05,956,351,224,295,3442,0,0,5224,1134,6720,5338,1585
2019.10.18.06,955,359,222,300,3024,0,0,4815,1133,7795,5493,2044
2019.10.18.07,953,370,223,299,2961,0,0,4764,1134,9055,6210,2396
2019.10.18.08,952,369,225,307,3036,1258,0,6146,1135,8995,6165,2231
2019.10.18.09,950,370,226,297,2949,5887,187,10867,1135,6584,4340,1731
2019.10.18.10,946,370,226,237,2148,8977,337,13242,1136,4767,4201,1264
2019.10.18.11,915,373,226,218,1890,9591,363,13576,1137,4258,4314,1009
2019.10.18.12,940,371,226,228,2019,9696,279,13760,1137,4261,3792,983
2019.10.18.13,943,370,227,228,1907,9670,243,13589,1136,4288,3627,1033
2019.10.18.14,946,370,231,226,2055,9680,240,13749,1135,4608,3525,1047
2019.10.18.15,949,369,230,225,2714,9703,227,14417,1134,4675,3090,1109
2019.10.18.16,949,370,230,240,3038,9224,204,14255,1134,5245,3291,1205
2019.10.18.17,950,374,230,259,3265,6931,148,12156,1134,6257,4430,1741
2019.10.18.18,950,368,230,279,3442,2133,32,7434,1133,8450,6647,2727
2019.10.18.19,951,369,230,295,3706,30,0,5582,1133,10224,7069,3184
2019.10.18.20,949,368,229,277,3921,0,0,5702,1133,9745,7537,3064
2019.10.18.21,952,338,227,278,3764,0,0,5517,1134,9476,7565,2721
2019.10.18.22,957,344,227,278,3485,0,0,5248,1134,9677,7235,2124
2019.10.18.23,959,359,227,271,3170,0,0,4942,1135,9332,6618,1878
2019.10.18.24,958,351,227,261,3174,0,0,4928,1136,8461,6163,1704
