12/27/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		652		307		224		291		1117		0		0		
	2		653		308		225		260		971		0		0		
	3		653		310		225		259		900		0		0		
	4		654		310		225		257		1124		0		0		
	5		654		313		225		255		1511		0		0		
	6		654		318		223		308		1402		0		0		
	7		654		326		222		318		1446		0		0		
	8		653		329		223		319		1300		734		0		
	9		653		329		225		321		1695		3823		0		
	10		651		317		223		274		1718		5951		18		
	11		650		322		219		258		1934		6762		30		
	12		649		317		224		258		1837		7146		26		
	13		648		313		225		256		1960		6938		28		
	14		649		321		225		258		1690		7179		113		
	15		649		322		225		255		1216		6638		195		
	16		649		319		224		300		966		4038		218		
	17		651		323		224		338		910		634		3		
	18		651		317		224		351		1117		0		0		
	19		652		322		224		353		1543		0		0		
	20		653		323		224		354		958		0		0		
	21		653		321		225		353		677		0		0		
	22		653		319		224		337		511		0		0		
	23		652		308		225		328		378		0		0		
	24		653		300		224		297		575		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2557		2269		8823		6889		2173						
	2		2383		2270		8763		6688		1928						
	3		2314		2269		9012		6567		1551						
	4		2535		2270		8909		6274		1535						
	5		2925		2270		8992		5987		1662						
	6		2870		2270		8649		6581		2417						
	7		2934		2270		8537		8176		2691						
	8		3558		2271		8869		8285		2627						
	9		7046		2269		8367		5374		2079						
	10		9152		2269		6874		4109		1724						
	11		10175		2269		5760		3513		1332						
	12		10457		2270		5774		2752		1124						
	13		10368		2271		5886		2547		922						
	14		10434		2270		6247		2360		829						
	15		9501		2270		6285		2897		1339						
	16		6714		2270		7472		4958		2076						
	17		3082		2268		9168		8076		2993						
	18		2635		2268		9861		9769		3662						
	19		3060		2269		9611		9883		3666						
	20		2477		2270		10187		9734		3544						
	21		2195		2271		10183		9702		3378						
	22		2009		2271		10035		9470		3053						
	23		1855		2270		9792		8704		2749						
	24		2013		2270		9385		7769		2232						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
